T1d,rain_day2,Precipitation of Coldest Quarter,T2d,rain_day3,T9d,Mean Diurnal Range,rain_accel,rain_frontload,T3d,month,T10d,T5d,T4d,T8d,T6d,T7d,Secondorder Streams  Mean Length,Source Catchment Area,Mean Temperature of Warmest Quarter,FirstSecond Bifurcation Ratio,Road Density,2010_GDP_PC_PPP,Min Temperature of Coldest Month,Precipitation of Wettest Quarter,Sinuosity Index,Temperature Seasonality,Catchment Relief,ThirdForth Stream Length Ratio,Mean Temperature of Driest Quarter,Precipitation of Driest Quarter,gauge_flood_count,Fitness Ratio,FirstSecond Stream Length Ratio,2015_GDP_PPP,Relief Ratio,Form Factor,Annual Precipitation,Area variation (%),Precipitation of Wettest Month
-0.0047417036,-0.005782764,0.17247815,0.00839071,-0.009141334,-0.0053063985,-0.44791964,0.0014219407,-0.04468525,0.0054748524,0.0012704625,-0.002337799,0.007876274,0.016025187,0.004710712,-0.0015847341,-0.013125104,-0.014102472,-0.0029452757,0.023582648,0.019397067,0.023661904,-0.016336352,-0.05439392,-0.08609514,-0.020267006,-0.03356805,-0.027302062,-0.019821435,0.017479701,-0.15733631,0.0038558894,0.0020440316,0.005665652,-0.008509895,-0.0020277686,-0.016362485,-0.046820823,0.0021963597,-0.076027855
-0.30559704,0.0070952093,0.19447559,-0.036514286,0.020789905,0.10172852,-0.50935847,0.0020549414,-0.022724617,-0.02616777,-0.0014869425,0.00089178514,-0.02514679,-0.04358221,-0.0056543504,0.0024789753,0.0049812,-0.03068011,0.00062127726,0.026180262,-0.0037770532,0.023849424,-0.020198373,-0.057586625,-0.008677823,-0.017244967,-0.058202688,-0.025385397,-0.021499284,0.017479701,-0.13357458,0.014695962,-0.0031780729,0.010992493,-0.011522587,-0.0020277686,-0.016362485,-0.057782523,0.0011366402,-0.07900271
-0.30559704,0.0066902908,0.19447559,-0.036514286,0.020789905,0.10172852,-0.50935847,-0.033068076,-0.024771985,-0.02616777,-0.0014869425,0.00089178514,-0.02514679,-0.04358221,-0.0056543504,0.0024789753,0.0049812,-0.03068011,0.00062127726,0.026143318,-0.0037770532,0.022352695,-0.020198373,-0.057586625,-0.008677823,-0.017244967,-0.05811376,-0.025385397,-0.021499284,0.017479701,-0.13357458,0.0146826515,-0.0031780729,0.011179106,-0.011522587,-0.0020277686,-0.016362485,-0.05816598,0.0011366402,-0.08001682
-0.30530664,0.0070952093,0.19447559,-0.036514286,0.019860594,0.10172852,-0.5114078,0.0017188803,-0.022957534,-0.02616777,-0.0014869425,0.00089178514,-0.02514679,-0.04358221,-0.0056543504,0.0024789753,0.0050287913,-0.030485015,0.0008941281,0.026201578,-0.0036798064,0.024480805,-0.020198373,-0.057586625,-0.008677823,-0.017244967,-0.0582177,-0.025385397,-0.021499284,0.017479701,-0.13357458,0.011580101,-0.0031780729,0.010992493,-0.011522587,-0.0020277686,-0.016362485,-0.049838644,0.0011366402,-0.07900271
-0.30530664,0.0066902908,0.19447559,-0.036514286,0.019860594,0.10172852,-0.5114078,0.0017188803,-0.024747064,-0.02616777,-0.0014869425,0.00089178514,-0.02514679,-0.04358221,-0.0056543504,0.0024789753,0.0050287913,-0.030485015,0.00062127726,0.026201578,-0.0036798064,0.024480805,-0.020198373,-0.057586625,-0.008677823,-0.017244967,-0.055923704,-0.025385397,-0.021499284,0.017479701,-0.13357458,0.011566792,-0.0031780729,0.011179106,-0.011522587,-0.0020277686,-0.016362485,-0.049838644,0.0011366402,-0.07900271
-0.30557185,0.0070952093,0.18723506,-0.036514286,0.01307372,0.074467,-0.5087509,0.0016958944,0.03631933,-0.026081868,0.001643496,-0.0019565702,-0.02512487,-0.043556146,-0.0056610615,0.0023763115,0.004933348,-0.03036971,0.0008941281,0.026348135,-0.022633215,0.024480805,-0.019618899,-0.059133515,-0.0054076426,-0.017455652,-0.059533764,-0.025385397,-0.021499284,0.017479701,-0.12582392,0.005745916,-0.0031780729,0.01073169,-0.011522587,-0.0019841897,-0.016091771,-0.049838644,0.001223092,-0.07773907
-0.30508476,0.0066902908,0.19394127,-0.036514286,0.019860594,0.101826735,-0.5126487,0.0017188803,-0.024747064,-0.02616777,0.001643496,0.00089178514,-0.02512487,-0.04358221,-0.0056543504,0.0024789753,0.004981518,-0.03050177,0.00062127726,0.02620594,-0.0036798064,0.024480805,-0.020198373,-0.057586625,-0.008677823,-0.017244967,-0.057162512,-0.025385397,-0.021499284,0.017479701,-0.13357458,0.011597284,-0.0031780729,0.011022773,-0.011522587,-0.0020277686,-0.016362485,-0.049838644,0.0011366402,-0.0792756
-0.30508476,0.0066902908,0.19394127,-0.036514286,0.019860594,0.101826735,-0.5126487,0.0017188803,-0.024747064,-0.02616777,0.001643496,0.00089178514,-0.02512487,-0.04358221,-0.0056543504,0.0024789753,0.004981518,-0.03050177,0.00062127726,0.02620594,-0.0036798064,0.024480805,-0.020198373,-0.057586625,-0.008677823,-0.017244967,-0.057162512,-0.025385397,-0.021499284,0.017479701,-0.13357458,0.011597284,-0.0031780729,0.011022773,-0.011522587,-0.0020277686,-0.016362485,-0.049838644,0.0011366402,-0.0792756
-0.30508476,0.0066902908,0.19394127,-0.036514286,0.019860594,0.101826735,-0.5126487,0.0017188803,-0.024747064,-0.02616777,0.001643496,0.00089178514,-0.02512487,-0.04358221,-0.0056543504,0.0024789753,0.004981518,-0.03050177,0.00062127726,0.02620594,-0.0036798064,0.024480805,-0.020198373,-0.057586625,-0.008677823,-0.017244967,-0.057162512,-0.025385397,-0.021499284,0.017479701,-0.13357458,0.011597284,-0.0031780729,0.011022773,-0.011522587,-0.0020277686,-0.016362485,-0.049838644,0.0011366402,-0.0792756
-0.30557185,0.0070952093,0.18723506,-0.036514286,0.01307372,0.074467,-0.5087509,0.0016958944,0.03631933,-0.026081868,0.001643496,-0.0019565702,-0.02512487,-0.043556146,-0.0056610615,0.0023763115,0.004933348,-0.03036971,0.0008941281,0.026348135,-0.022633215,0.024480805,-0.019618899,-0.059133515,-0.0054076426,-0.017455652,-0.059533764,-0.025385397,-0.021499284,0.017479701,-0.12582392,0.005745916,-0.0031780729,0.01073169,-0.011522587,-0.0019841897,-0.016091771,-0.049838644,0.001223092,-0.07773907
-0.30508476,0.0070952093,0.19394127,-0.036514286,0.020789905,0.101826735,-0.5105994,0.0016407466,-0.022982456,-0.02616777,0.001643496,0.00089178514,-0.02512487,-0.04358221,-0.0056543504,0.0024789753,0.0049339267,-0.03057307,0.0008941281,0.026184624,-0.0037770532,0.023849424,-0.020198373,-0.057586625,-0.008677823,-0.017244967,-0.059456512,-0.025385397,-0.021499284,0.017479701,-0.13357458,0.014726456,-0.0031780729,0.010836159,-0.011522587,-0.0020277686,-0.016362485,-0.057782523,0.0011366402,-0.0792756
-0.26265016,-0.0003509465,0.1841305,-0.035206296,0.00270414,0.075040095,-0.45362446,0.0054034772,0.041018672,0.0059914244,0.0014695998,-0.0019565702,0.007876274,0.016929839,-0.0009788156,0.002267433,0.004933348,-0.012201261,0.0011790948,0.028434705,-0.017395543,0.025167234,-0.016268162,-0.05678577,-0.002977264,-0.020397361,-0.0499281,-0.027346166,-0.021499284,0.017479701,-0.124240965,0.008256664,-0.00037394004,0.008039398,-0.009013497,-0.0019841897,-0.016091771,-0.05661538,0.0021844746,-0.07646931
-0.30341053,0.004646931,0.17098929,-0.037094768,0.0042011444,-0.005160444,-0.49412635,-0.03371062,-0.046023097,-0.025578583,-0.00061945175,-0.0062327366,0.010023486,-0.04195639,0.0008252319,0.002019969,0.004231947,-0.014971449,0.00052100356,0.026797993,-0.006528465,0.02237888,-0.01789772,-0.05743807,-0.062203296,-0.020186672,-0.047821373,-0.025385397,-0.021045864,0.017479701,-0.13139659,0.013424317,0.0013037449,0.008923852,-0.0089063,-0.0020277686,-0.016362485,-0.05544443,0.0017760423,-0.08460185
-0.30508476,0.0066902908,0.19394127,-0.036514286,0.019860594,0.101826735,-0.5126487,0.0017188803,-0.024747064,-0.02616777,0.001643496,0.00089178514,-0.02512487,-0.04358221,-0.0056543504,0.0024789753,0.004981518,-0.03050177,0.00062127726,0.02620594,-0.0036798064,0.024480805,-0.020198373,-0.057586625,-0.008677823,-0.017244967,-0.057162512,-0.025385397,-0.021499284,0.017479701,-0.13357458,0.011597284,-0.0031780729,0.011022773,-0.011522587,-0.0020277686,-0.016362485,-0.049838644,0.0011366402,-0.0792756
0.17029567,-0.017849276,-0.24127574,0.038749043,-0.027026733,0.003164069,-0.43568543,0.0022351914,0.028247599,0.0083492035,0.0038157995,-0.0012583849,0.0071827597,0.011623058,0.012692351,-0.007642479,-0.0070766094,-0.20281112,-0.08914154,0.013652155,-0.08196256,-0.041870166,-0.060203,-0.030271696,-0.085264705,-0.0433586,-0.029892001,0.01639191,-0.016108675,-0.032257065,-0.19199929,-0.0017231929,-0.000529413,0.002581021,-0.010202629,-0.012275496,0.006378983,-0.046082336,0.020672087,-0.18900625
-0.05576921,-0.01958641,-0.23645549,-0.014246754,-0.0293797,-0.0017037694,-0.37728357,-0.00047166116,-0.051835038,0.0025882013,0.0038157995,-0.0017830613,0.008625654,0.011623058,0.012692351,-0.007642479,-0.012168848,-0.18368608,-0.065445885,0.014027188,-0.08644407,-0.045841213,-0.05985684,-0.038244724,-0.07428118,-0.024284014,-0.033307955,0.01639191,-0.016824303,-0.049250823,-0.18402511,-0.0036793374,0.0018427398,0.0037129167,-0.010202629,-0.012275496,0.0070217857,-0.05532377,0.020672087,-0.1882026
0.29890442,-0.0021193328,-0.25046593,0.017328711,-0.0012493299,-0.0017037694,-0.45268315,0.018083265,-0.04895968,0.0048005255,0.0029108948,-0.0017830613,0.023649089,0.027455425,0.013641331,0.04816416,-0.015342767,-0.14473082,-0.08842633,0.013679331,-0.081084356,-0.039898284,-0.07400935,-0.028724803,-0.075603426,-0.040607646,-0.029874688,0.01639191,-0.016640052,-0.032257065,-0.18883215,-0.0026815673,-0.000529413,0.002581021,-0.010202629,-0.012275496,0.0070217857,-0.045755837,0.020672087,-0.06751611
-0.096088864,-0.01958641,-0.23666608,-0.0127982255,-0.0021006772,-0.0017037694,-0.37868086,0.0022351914,-0.051835038,0.0025882013,0.0038157995,-0.0017830613,0.013290402,0.013687675,0.0127076795,0.0070244744,-0.012168848,-0.15929437,-0.065445885,0.0139664,-0.08644407,-0.045841213,-0.058999985,-0.038244724,-0.07428118,-0.024284014,-0.033307955,0.01639191,-0.017355679,-0.049250823,-0.18282184,-0.0036793374,0.0018427398,0.0037129167,-0.010202629,-0.012275496,0.0070217857,-0.05532377,0.020672087,-0.16950469
0.28009787,0.010661612,-0.2503571,-0.009979995,-0.0029123656,-0.0017037694,-0.45288685,0.018330127,-0.04723254,0.005803489,0.0029108948,-0.0017830613,0.023649089,0.029897492,0.013641331,0.04816416,-0.015342767,-0.14320527,-0.084570125,0.014685951,-0.081084356,-0.038880117,-0.07400935,-0.029996503,-0.07561659,-0.040607646,-0.033953317,0.01639191,-0.016640052,-0.032257065,-0.19058552,-0.0027564364,-0.000529413,0.0034682925,-0.010202629,-0.012275496,0.0070217857,-0.047343854,0.020672087,-0.06207585
0.2712714,-0.006624557,-0.24933054,0.035662815,-0.12545724,-0.0017037694,-0.45434323,-0.0026609641,-0.04901094,0.0033829766,0.0030729612,-0.0017830613,-0.0054990235,0.0075954483,0.012692351,-0.013407995,-0.006190309,-0.19256338,-0.0925972,0.013498866,-0.07883581,-0.04269171,-0.07664906,-0.028724803,-0.085264705,-0.041286834,-0.029610772,0.01639191,-0.016108675,-0.032257065,-0.19822939,-0.0027236901,-0.000529413,0.002581021,-0.010202629,-0.012275496,0.0070217857,-0.045755837,0.020672087,-0.14487767
0.11843425,-0.013105831,-0.24233955,0.006483292,0.0031807472,0.003588522,-0.43276107,0.0036294959,0.06457372,0.0026189361,-0.0031216345,-0.00027826207,0.01261668,0.031004626,0.005316857,0.017484577,-0.00617615,-0.1835385,-0.08497067,0.01747988,-0.11096386,-0.041824475,-0.05795466,-0.030271696,-0.072333254,-0.040818334,-0.028349677,0.01639191,-0.01710754,-0.032257065,-0.18383567,-0.0018563963,-0.000529413,0.0026151238,-0.010202629,-0.012347524,0.006378983,-0.047220234,0.021026684,-0.15726459
0.37527865,-0.0070414497,-0.24779776,0.03795206,-0.02478365,-0.0017037694,-0.4502056,0.018475452,-0.04895968,0.010616694,0.0038157995,-0.0017830613,0.002795179,0.015964294,0.012692351,-0.013407995,-0.004761827,-0.17841694,-0.10190188,0.013752842,-0.09266203,-0.03311843,-0.081023,-0.028393272,-0.085264705,-0.06841628,-0.028442552,0.01639191,-0.016108675,-0.032257065,-0.21835972,-0.0016872715,-0.000529413,0.002581021,-0.010202629,-0.012275496,0.0070217857,-0.043041438,0.021162827,-0.18098782
0.37059897,-0.0070414497,-0.23748413,0.039568312,0.0010036174,0.003318636,-0.427277,-0.00046845796,0.06458208,0.010702594,-0.004434184,-0.0012583849,0.004856906,0.015990352,0.012702369,-0.01351066,-0.00566647,-0.1748644,-0.10190188,0.013768227,-0.11915668,-0.03398558,-0.077543154,-0.029940166,-0.081994526,-0.06862697,-0.027850714,0.01639191,-0.016108675,-0.032257065,-0.20887129,0.00023837949,-0.000529413,0.0026151238,-0.010202629,-0.012347524,0.006378983,-0.043041438,0.021517424,-0.18766768
0.33360937,-0.0143456105,-0.23177652,0.12338167,-0.30687153,0.003318636,-0.42869455,-0.00885442,0.08298292,-0.031332623,-0.0032812157,-0.0012583849,-0.003098778,0.011304262,0.012644847,-0.0020631764,-0.00071086054,-0.1287808,-0.08531335,0.01305375,-0.08876182,-0.037272826,-0.077543154,-0.029844034,-0.081994526,-0.053731292,-0.028384922,0.01639191,-0.016108675,-0.032257065,-0.21021171,-0.00069330586,-0.000529413,0.0026151238,-0.010202629,-0.0048385775,0.006378983,-0.04010745,0.024217848,-0.14907606
-0.15250508,-0.0057460433,0.16432153,-0.014778403,-0.010507622,-0.004961343,0.31431818,0.001007746,-0.029643737,0.0006644883,-0.00045740703,-0.0033418383,0.0061860867,0.0042591374,0.004055901,-0.0014172255,-0.013018946,0.03510478,0.034430318,0.029306393,0.11008461,0.02294001,0.032321874,-0.06557386,0.016131,0.04561804,-0.06091246,-0.008812006,-0.027507693,0.07191928,-0.05256542,-0.019329159,-0.009053156,0.007204275,-0.0008965854,0.0003843115,-0.0014845046,-0.04006722,0.0030637742,-0.021933097
-0.29780087,0.006950289,0.17864443,-0.0307253,0.04209293,0.028997436,0.32717565,-0.033068076,-0.027336381,-0.012351469,0.0015120491,0.0032121188,-0.018510344,-0.008746435,-0.0045259343,0.0028976828,0.0049339267,0.06989873,0.018113453,0.035185367,0.12579629,0.021706358,0.03313007,-0.067640394,-0.0060585896,0.041595265,-0.07362435,-0.008522102,0.016823253,0.07191928,-0.04529091,-0.0018448352,0.0040924065,0.012631763,-0.003619515,0.0003843115,-0.0014845046,-0.04721448,-0.011066694,-0.033053853
-0.3042808,0.0080862185,0.16071405,-0.032038487,-0.022583956,-0.0051245224,0.30303863,0.0014123966,-0.031335466,0.0008138426,0.001351236,-0.014893062,0.006208007,0.0050961208,0.0036852502,0.0017408528,-0.013526043,0.040584583,0.018099098,0.029771522,0.12320087,0.023229275,0.033015236,-0.06672309,0.01612349,0.042070467,-0.05982175,-0.008522102,0.00350609,0.07191928,-0.041695733,-0.003762881,0.0051014195,0.009564064,-0.0008965854,0.0003843115,-0.0014845046,-0.042926632,-0.013522662,-0.028661525
-0.28377634,0.008115592,0.16036801,-0.032038487,-0.008998434,0.025571875,0.27976394,0.0009982018,-0.010033133,0.00036337366,0.0013381529,0.003899852,0.006208007,0.00543435,0.0011524046,0.0026465473,0.004184673,0.050814774,0.018371947,0.03475647,0.124622144,0.021890208,0.031789705,-0.06750288,0.0043078475,0.042070467,-0.06889358,-0.00885611,0.01680068,0.07191928,-0.042924274,-0.003587026,0.0047860704,0.01112854,-0.0008965854,0.0003843115,-0.0016047774,-0.044640135,-0.013522662,-0.028769001
-0.09727251,-0.00087331014,0.1634802,-0.014209369,-0.018783614,-0.004904088,0.29471788,0.0014123966,-0.031808913,0.0008473099,-0.0004184295,-0.010998124,0.0061860867,0.0050961208,0.0037967134,-0.0010456181,-0.01347877,0.04265127,0.036803883,0.029893998,0.10603306,0.023015566,0.0326236,-0.066295296,0.018267762,0.042449873,-0.057928294,-0.008842442,0.010352436,0.07191928,-0.048933685,-0.013623661,0.005240568,0.0073087444,-0.00060682296,0.0003843115,-0.0014845046,-0.039758552,-0.013156179,-0.023409462
0.008672432,-0.006010898,0.15608089,0.0039487616,-0.03336025,-0.0041207434,0.28250462,0.001007746,-0.011330563,0.0037122061,-0.0004184295,-0.01090867,0.0061860867,0.005512182,0.004064677,-0.00081817654,-0.012992458,0.04167474,0.03698044,0.030296674,0.10595388,0.023015566,0.03246243,-0.064532295,0.025541784,0.042070467,-0.05300823,-0.008812006,-0.0058301426,0.05918196,-0.048729517,-0.014622335,0.005240568,0.007204275,-0.00060682296,0.0003843115,-0.0016047774,-0.035454176,-0.013156179,-0.020109572
-0.30490702,0.004877555,0.16071405,-0.032038487,-0.009556158,-0.0050272103,0.3108688,-0.03371062,-0.033305995,-0.0073548118,-0.00056264957,-0.014893062,0.0061860867,0.0054470818,0.0036852502,-0.0010456181,-0.01347877,0.04594469,0.018099098,0.029733468,0.12636967,0.021732546,0.033015236,-0.06698654,0.01612349,0.042449873,-0.05960224,-0.008522102,0.010352436,0.07191928,-0.04215486,-0.0035415937,0.0051014195,0.01014285,-0.0008965854,0.0003843115,-0.0014845046,-0.043310087,-0.013576497,-0.029402746
-0.29820448,0.008115592,0.17182697,-0.031808607,-0.008479234,0.024434203,0.30965373,0.0055951965,-0.013127553,-0.0073548118,-0.0014301403,0.002726493,0.008355221,0.00543435,-0.0059352904,0.002725609,0.0049812,0.050831527,0.018371947,0.034847274,0.124422856,0.023738414,0.03326881,-0.067906186,-0.006493615,0.042070467,-0.06698282,-0.008522102,0.01680068,0.07191928,-0.041192368,-0.0034292697,0.0047860704,0.011417708,-0.0011104256,0.0003843115,-0.0016047774,-0.044785634,-0.013576497,-0.03104742
-0.29828212,0.0021129348,0.1611173,-0.032038487,-0.009019632,-0.0040688803,0.3103484,0.0014123966,-0.031584945,-0.0073548118,-0.0014301403,0.0037364373,0.0061860867,0.00543435,0.0011941979,0.003029938,0.004231947,0.050707735,0.018371947,0.034637187,0.1260913,0.023985568,0.033015236,-0.067640394,0.016214387,0.042449873,-0.05974883,-0.008522102,0.016764037,0.07191928,-0.04215486,-0.0024305976,0.004823051,0.009588817,-0.0008965854,0.0003843115,-0.0014845046,-0.044676777,-0.013576497,-0.028388627
-0.2992508,0.006950289,0.17893372,-0.032464586,0.042508524,0.025299871,0.32274505,-0.033068076,-0.030695762,-0.012351469,-0.0014301403,0.003810398,-0.018532263,-0.013919617,-0.0059801335,0.0028976828,0.0049812,0.068530805,0.018113453,0.035109088,0.12504606,0.021706358,0.03313007,-0.067640394,0.00300034,0.041595265,-0.06859157,-0.008522102,0.016823253,0.07191928,-0.044831485,-0.001687079,0.0040924065,0.012788096,-0.003619515,0.0003843115,-0.0014845046,-0.04721448,-0.011066694,-0.030240992
-0.2859269,0.0073552085,0.17465426,-0.032464586,0.04489549,0.035538267,0.30077097,0.0016407466,-0.025515229,-0.012351469,-0.0013248977,0.0032121188,0.006239186,0.006850856,-0.005903589,0.0026465473,0.0049812,0.061908197,0.018819293,0.035245474,0.12519115,0.023203086,0.03346479,-0.06750053,-0.0057809735,0.041595265,-0.06773235,-0.00885611,0.016823253,0.07191928,-0.0453741,-0.0017506119,0.0025212986,0.011622273,-0.003293651,0.0003843115,-0.0014845046,-0.04596847,-0.011066694,-0.03104742
-0.2992508,0.006950289,0.17531677,-0.032464586,0.042617414,-0.00086896867,0.32274505,0.0023018047,-0.030195467,-0.012351469,-0.0014301403,0.003810398,-0.018532263,-0.013919617,-0.0059352904,0.002725609,0.0049812,0.06803631,0.018113453,0.03507094,0.12272793,0.022951443,0.03361581,-0.067640394,0.014906882,0.041595265,-0.0668006,-0.008522102,0.016823253,0.07191928,-0.044831485,-0.0017506119,0.0040924065,0.012601483,-0.003619515,0.0003843115,-0.0014845046,-0.046831023,-0.011066694,-0.029226873
-0.2992508,0.006950289,0.18127702,-0.030943753,0.04209293,0.03443303,0.32304418,-0.033068076,-0.030103281,-0.012351469,-0.0014301403,0.0032121188,-0.018532263,-0.013919617,-0.0059801335,0.0012939182,0.0049812,0.06803631,0.018113453,0.035181005,0.12579629,0.021706358,0.03313007,-0.067640394,-0.0060585896,0.041595265,-0.06859157,-0.008522102,0.016823253,0.07191928,-0.044831485,-0.001687079,0.0040924065,0.012788096,-0.003619515,0.0003843115,-0.0014845046,-0.04721448,-0.011066694,-0.032780956
-0.21356207,0.0073552085,0.18404318,-0.031997833,0.043082066,0.035538267,0.31578782,0.0020549414,-0.02581437,-0.012351469,-0.0013248977,0.003810398,-0.018532263,-0.013919617,-0.0059616673,0.0012939182,0.0049812,0.06395052,0.023180544,0.035330266,0.124600485,0.021890208,0.03270828,-0.06750053,-0.0046375142,0.041595265,-0.07586975,-0.008842442,0.016823253,0.07191928,-0.04941973,-0.002741149,0.0040924065,0.01122913,-0.003619515,0.0003843115,-0.0014845046,-0.046302,-0.011066694,-0.030272113
-0.30234343,0.006950289,0.16757749,-0.032464586,0.04254088,-0.004238821,0.3241157,-0.033068076,-0.030695762,-0.012351469,-0.0014301403,-0.003579849,-0.018532263,-0.013919617,-0.00015962002,0.0012939182,0.0049812,0.06782073,0.018113453,0.035024147,0.122416236,0.021706358,0.03198878,-0.06698654,0.016649414,0.041595265,-0.06394628,-0.008522102,0.016786609,0.07191928,-0.04422153,-0.0018440534,0.004407755,0.011603068,-0.0034056746,0.0003843115,-0.0014845046,-0.046706326,-0.011066694,-0.030122163
-0.29849488,0.008115592,0.18140353,-0.031808607,-0.005559174,0.029472321,0.32581112,0.0014123966,-0.025350206,-0.01176228,-0.0014301403,0.0032121188,-0.017670633,-0.012784558,-0.0059352904,0.0012939182,0.0049812,0.05435223,0.018244158,0.03482596,0.12320383,0.023203086,0.033484,-0.067640394,-0.006771231,0.042449873,-0.06951859,-0.008522102,0.016823253,0.07191928,-0.044831485,-0.0024305976,0.0063571786,0.0115490155,-0.0014362897,0.0003843115,-0.0014845046,-0.046831023,-0.013576497,-0.031766836
-0.29837453,0.006950289,0.18127702,-0.030943753,0.04209293,0.028899226,0.32830876,-0.033068076,-0.027336381,-0.012351469,-0.0014301403,0.0032121188,-0.018532263,-0.008746435,-0.008018338,0.0012939182,0.0049812,0.069420986,0.018113453,0.035181005,0.12579629,0.021706358,0.03313007,-0.067640394,-0.0060585896,0.041595265,-0.06859157,-0.008522102,0.016823253,0.07191928,-0.04529091,-0.001687079,0.0040924065,0.012788096,-0.003619515,0.0003843115,-0.0014845046,-0.04721448,-0.011066694,-0.032780956
-0.29802275,0.006950289,0.17917876,-0.0307253,0.04209293,0.028899226,0.3284166,-0.033068076,-0.027336381,-0.012351469,-0.0014301403,0.0032121188,-0.018532263,-0.008746435,-0.0045259343,0.0028976828,0.0049812,0.06991548,0.018113453,0.035181005,0.12579629,0.021706358,0.03313007,-0.067640394,-0.0060585896,0.041595265,-0.07276204,-0.008522102,0.016823253,0.07191928,-0.04529091,-0.001687079,0.0040924065,0.012788096,-0.003619515,0.0003843115,-0.0014845046,-0.04721448,-0.011066694,-0.032780956
-0.2975105,0.006950289,0.17864443,-0.0307253,0.04116362,0.028997436,0.3251263,0.0017188803,-0.027311461,-0.012351469,0.0015120491,0.0032121188,-0.018510344,-0.008746435,-0.0045259343,0.0028976828,0.004981518,0.07009382,0.018113453,0.03524363,0.12589353,0.023834467,0.03313007,-0.067640394,-0.0060585896,0.041595265,-0.07143429,-0.008522102,0.016823253,0.07191928,-0.04529091,-0.0049606967,0.0040924065,0.012631763,-0.003619515,0.0003843115,-0.0014845046,-0.038887132,-0.011066694,-0.032039735
-0.3626691,0.0071389023,-0.34719384,-0.037647422,0.015626555,0.012381285,-0.5072936,0.0014446687,-0.031718682,-0.029370647,0.001643496,0.00089178514,-0.03103267,-0.051787775,-0.030627446,0.0008243983,0.0049339267,-0.048613414,0.01714828,0.018270569,-0.047386546,0.0198787,-0.06666714,-0.040665567,-0.0068678474,-0.0112420665,-0.05384772,0.0035513486,-0.021285757,0.025870975,-0.13796803,-0.008875287,-0.0032781134,0.00172569,-0.008642088,0.00030946263,-0.008888317,-0.062969044,0.011302503,-0.016011467
0.45942074,-0.00427052,0.057016224,0.0495797,-0.002142872,-0.0050473344,0.27689976,0.000898146,-0.014755324,0.004571763,-0.0004641274,-0.0032523845,0.0051253624,0.0058068805,0.00604941,-0.0024150824,-0.0059661926,0.04464861,0.0020193972,0.033233974,0.06654536,0.0125746,0.0025105225,-0.050792012,-0.08839475,-0.058305733,-0.04583084,-0.0091594355,-0.020442287,0.04217884,-0.0415463,-0.040476628,0.002868415,0.0030063398,0.011689282,0.0003843115,0.0007796457,-0.037467223,0.0021918318,-0.08576933
-0.30336013,-0.009893406,-0.26805764,-0.009965442,-0.0019682376,-0.0027476628,-0.38832948,0.0053817043,-0.060832497,-0.0023613884,0.0039859437,-0.006170584,0.012858117,0.013974628,0.011704191,0.0099033825,-0.013096203,-0.032079324,-0.058067743,0.0136710135,0.033447303,-0.08833386,-0.06006892,-0.038617786,-0.05325561,-0.07992663,-0.036992915,-0.030216642,-0.017355679,-0.049966313,-0.16494235,-0.0051869308,0.0027890224,-0.0026625562,-0.010303221,-0.003040412,-0.018390022,-0.06321407,-0.00910888,-0.18700087
0.35767305,-0.0054833237,-0.27346492,0.041976564,-0.0037295704,-0.0027476628,-0.4573404,-8.013235e-05,-0.061682593,0.01841149,0.003918177,-0.0022756462,0.0049715545,0.014863761,0.011715214,-0.011128136,-0.0059359125,-0.035123687,-0.1046148,0.013359992,0.015661981,-0.07303992,-0.082379706,-0.029341634,-0.08814414,-0.12405891,-0.026638364,-0.030216642,-0.016108675,-0.032972556,-0.21291246,-0.0018668594,0.00051395316,-0.003533538,-0.010013458,-0.003040412,-0.018390022,-0.04549565,-0.018651754,-0.19892535
0.30598247,-0.012787484,-0.25652698,0.049655665,-0.41894057,0.0021201752,-0.43661582,0.0036112801,-0.017502395,-0.034902558,0.0031753387,-0.0017509698,-0.0032938137,0.011722409,0.011657692,-0.008550658,-0.004389201,-0.03958663,-0.08802627,0.012668727,0.012975221,-0.076478206,-0.07889985,-0.030792397,-0.08814414,-0.109373935,-0.022096569,-0.030216642,-0.016108675,-0.032972556,-0.20476444,-0.0013811026,0.00051395316,-0.003533538,-0.010013458,0.0033713633,-0.016943185,-0.04482069,-0.024695469,-0.16277246
0.30598247,-0.012787484,-0.26775727,0.049655665,-0.37610546,-0.0027476628,-0.45785737,0.0004167612,-0.09405274,-0.029687656,0.0031753387,-0.0022756462,-0.0032938137,0.019213717,0.011657692,-0.008550658,-0.004389201,-0.03958663,-0.08802627,0.012663693,0.013375119,-0.07561106,-0.082379706,-0.029245503,-0.08814414,-0.109373935,-0.022096569,-0.030216642,-0.016108675,-0.032972556,-0.21291246,-0.0033372473,0.00051395316,-0.003533538,-0.010013458,0.0033713633,-0.018390022,-0.04482069,-0.024695469,-0.16277246
0.3587765,-0.0054833237,-0.26223463,0.041991536,-0.004422421,0.002274742,-0.43541616,-8.013235e-05,0.017614337,0.018518938,-0.004426986,-0.0017509698,0.0058675157,0.015461741,0.011715214,-0.011128136,-0.006572145,-0.035601985,-0.1046148,0.013327404,0.014864114,-0.07303992,-0.07889985,-0.030888528,-0.08814414,-0.12405891,-0.025883382,-0.030216642,-0.016108675,-0.032972556,-0.20476444,5.8791833e-05,0.00051395316,-0.003678158,-0.010013458,-0.003040412,-0.016943185,-0.04549565,-0.018651754,-0.20714176
